Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[212]    0.0    0.00    0.00      39         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_S_right(std::_Rb_tree_node_base*) [212]
-----------------------------------------------
                0.00    0.00       9/36          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_node() [315]
                0.00    0.00       9/36          void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&, std::tuple<>&&) [321]
                0.00    0.00       9/36          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [320]
                0.00    0.00       9/36          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [316]
[213]    0.0    0.00    0.00      36         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Node_allocator() [213]
-----------------------------------------------
                0.00    0.00       4/32          std::vector<bool, std::allocator<bool> >::capacity() const [363]
                0.00    0.00      28/32          std::vector<bool, std::allocator<bool> >::size() const [257]
[214]    0.0    0.00    0.00      32         std::vector<bool, std::allocator<bool> >::begin() const [214]
                0.00    0.00      32/76          std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [174]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [226]
[215]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [215]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [227]
[216]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [216]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::max_size() const [217]
-----------------------------------------------
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [216]
[217]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::max_size() const [217]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Destroy<double*>(double*, double*) [231]
[218]    0.0    0.00    0.00      30         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [218]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [223]
[219]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [219]
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [227]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [224]
[220]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [220]
                0.00    0.00      30/59          std::allocator<double>::allocator(std::allocator<double> const&) [188]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [225]
[221]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [221]
                0.00    0.00      30/60          std::allocator<double>::~allocator() [181]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [225]
[222]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [222]
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [226]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [224]
[223]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [223]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [219]
-----------------------------------------------
                0.00    0.00       1/30          std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [534]
                0.00    0.00      29/30          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [243]
[224]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [224]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [220]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [223]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::~vector() [228]
[225]    0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [225]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [222]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [221]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [222]
[226]    0.0    0.00    0.00      30         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [226]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [215]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [219]
[227]    0.0    0.00    0.00      30         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [227]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [216]
-----------------------------------------------
                0.00    0.00       1/30          Input::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [15]
                0.00    0.00      29/30          void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [254]
[228]    0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::~vector() [228]
                0.00    0.00      30/60          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [182]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [225]
